"人気度","カテゴリー","商品名","付加情報1","付加情報2","JAN","価格","URL","iscd(商品cd)"
"11","Ｊ‐ポップ","Ｖａｍｐｉｒｅ（ＵＨＱＣＤ）（限定盤）","","","=""4988031221990""","2981","https://www.bookoffonline.co.jp/old/0018842702","=""0018842702"""
"11","Ｊ‐ポップ","第３回全日本ライト・ミュージック・コンテスト　グランプリ１９６９","","","=""4988005441287""","2981","https://www.bookoffonline.co.jp/old/0011149515","=""0011149515"""
"11","Ｊ‐ポップ","Ｌｅｔｔｅｒｓ","","","=""4524505274699""","1380","https://www.bookoffonline.co.jp/old/0015344447","=""0015344447"""
"11","Ｊ‐ポップ","ビッグ・ゲーム’７９","","","=""4988017087886""","4580","https://www.bookoffonline.co.jp/old/0000921605","=""0000921605"""
"11","Ｊ‐ポップ","ぼくらのオリジナルカラオケ　７０・８０年代アイドル編","","","=""4988013809208""","2981","https://www.bookoffonline.co.jp/old/0010021505","=""0010021505"""
"11","Ｊ‐ポップ","【８ｃｍ】裸足の季節","","","=""4988009025162""","980","https://www.bookoffonline.co.jp/old/0015445787","=""0015445787"""
"11","Ｊ‐ポップ","新しいような古いような","","","=""4988002317943""","4280","https://www.bookoffonline.co.jp/old/0000850913","=""0000850913"""
"11","Ｊ‐ポップ","ＰＩＮＫ　ＳＨＯＣＫ！","","","=""4988001025139""","1580","https://www.bookoffonline.co.jp/old/0015441524","=""0015441524"""
"11","Ｊ‐ポップ","Ｈｅｙａｎａｒｉ　ｙｕｒａｇｉ","","","","500","https://www.bookoffonline.co.jp/old/0019122924","=""0019122924"""
"11","Ｊ‐ポップ","不幸はいかが！","","","=""4988044800137""","2380","https://www.bookoffonline.co.jp/old/0011122939","=""0011122939"""
"11","Ｊ‐ポップ","ＨＯＴ　ＬＩＰＳ","","","=""4988004054389""","1380","https://www.bookoffonline.co.jp/old/0000827830","=""0000827830"""
"11","Ｊ‐ポップ","’７２～’８５　Ｄａｎｄｙｉｓｍ［４ＣＤ］","","","=""4988009512365""","9980","https://www.bookoffonline.co.jp/old/0000836686","=""0000836686"""
"11","Ｊ‐ポップ","マリーン・フォーエヴァー","","","=""4988023001739""","980","https://www.bookoffonline.co.jp/old/0000809601","=""0000809601"""
"11","Ｊ‐ポップ","ＯＶＥＲ　ＬＩＦＥ","","","=""4524505278130""","1980","https://www.bookoffonline.co.jp/old/0015668820","=""0015668820"""
"11","Ｊ‐ポップ","Ａｐｒｅｓ－ｍｉｄｉ","","","=""4988024005408""","2380","https://www.bookoffonline.co.jp/old/0000863933","=""0000863933"""
"11","Ｊ‐ポップ","ロング・ディスタンス","","","=""4988006078369""","1380","https://www.bookoffonline.co.jp/old/0000862769","=""0000862769"""
"11","Ｊ‐ポップ","腐蝕ルサンチマン、不死欲の猿楽座。","","","=""4988044908017""","781","https://www.bookoffonline.co.jp/old/0018883383","=""0018883383"""
"11","Ｊ‐ポップ","【８ｃｍ】ＢＥ　ＭＹ　ＶＥＮＵＳ","","","=""4988009014869""","1980","https://www.bookoffonline.co.jp/old/0001086699","=""0001086699"""
"10","Ｊ‐ポップ","別れ道（２ｎｄ　Ｐｒｅｓｓ）","","","","980","https://www.bookoffonline.co.jp/old/0018877596","=""0018877596"""
"10","Ｊ‐ポップ","哀愁のカサブランカ","","","","2981","https://www.bookoffonline.co.jp/old/0000836700","=""0000836700"""
"10","Ｊ‐ポップ","奄美の哭きうた","","","=""4988004102530""","781","https://www.bookoffonline.co.jp/old/0015112679","=""0015112679"""
"10","Ｊ‐ポップ","３５ｔｈ　Ａｎｎｉｖｅｒｓａｒｙ　Ｍｅｍｏｒｉａｌ　Ｂｏｘ　ＨＩＤＥＫＩ　Ｃｏｍｐｌｅｔｅ　Ｓｉｎｇｌｅｓ　１９７２－（ＤＶＤ付）","","","=""4988017654279""","50000","https://www.bookoffonline.co.jp/old/0015622861","=""0015622861"""
"10","Ｊ‐ポップ","別れ道","","","","1380","https://www.bookoffonline.co.jp/old/0018877599","=""0018877599"""
"10","Ｊ‐ポップ","ロード・マシーン","","","=""4988005328878""","2380","https://www.bookoffonline.co.jp/old/0001316045","=""0001316045"""
"10","Ｊ‐ポップ","愛と情熱のマタドール","","","=""4580448950106""","12500","https://www.bookoffonline.co.jp/old/0017192108","=""0017192108"""
"10","Ｊ‐ポップ","Ｔｈｅ　Ｋｉｎｇ　ｏｆ　Ｒｏｃｋ’ｎ　Ｒｏｌｌ","","","=""4988017000014""","2981","https://www.bookoffonline.co.jp/old/0000848009","=""0000848009"""
"10","Ｊ‐ポップ","カルカドル","","","=""4988024015346""","2981","https://www.bookoffonline.co.jp/old/0000877124","=""0000877124"""
"10","Ｊ‐ポップ","ＭＡＤ　ＤＯＧ","","","=""4938068100072""","2981","https://www.bookoffonline.co.jp/old/0000838611","=""0000838611"""
"10","Ｊ‐ポップ","強めの心臓（脱衣盤）（ＤＶＤ付）","","","=""4988003506971""","1980","https://www.bookoffonline.co.jp/old/0018876742","=""0018876742"""
"10","Ｊ‐ポップ","Ｃｒｙｓｔａｌ　Ｗａｒｓ","","","=""4988004040429""","781","https://www.bookoffonline.co.jp/old/0000833782","=""0000833782"""
"10","Ｊ‐ポップ","翔　ＳＨＯＮＥＮＴＡＩ","","","=""4988014705271""","1580","https://www.bookoffonline.co.jp/old/0000847951","=""0000847951"""
"10","Ｊ‐ポップ","翔","","","=""4988014004633""","2580","https://www.bookoffonline.co.jp/old/0000847952","=""0000847952"""
"10","Ｊ‐ポップ","【８ｃｍ】やくそく","","","=""4988009004969""","500","https://www.bookoffonline.co.jp/old/0015435571","=""0015435571"""
"10","Ｊ‐ポップ","ＨＥＬＬＯ！ＴＨＥ　ＧＯＯＤ－ＢＹＥ＋１０","","","=""4988002463619""","2380","https://www.bookoffonline.co.jp/old/0001525788","=""0001525788"""
"10","Ｊ‐ポップ","Ｇｏｏｄ　Ｖｉｂｒａｔｉｏｎｓ＋６","","","=""4988002463626""","2380","https://www.bookoffonline.co.jp/old/0001525789","=""0001525789"""
"10","Ｊ‐ポップ","ｃｒｙｓｔａｌｌｉｚｅ","","","=""4580300403108""","1980","https://www.bookoffonline.co.jp/old/0016717830","=""0016717830"""
"10","Ｊ‐ポップ","首振人形症候群","","","=""4571470100010""","1580","https://www.bookoffonline.co.jp/old/0017132214","=""0017132214"""
"10","Ｊ‐ポップ","ハート","","","=""4988022109887""","1580","https://www.bookoffonline.co.jp/old/0000894233","=""0000894233"""
"10","Ｊ‐ポップ","ＧＲＥＡＴ　ＰＵＮＫ　ＨＩＴＳ","","","=""4988008227130""","2981","https://www.bookoffonline.co.jp/old/0001081316","=""0001081316"""
"10","Ｊ‐ポップ","日本詩集～遠い町遠い空","","","=""4988022104721""","2380","https://www.bookoffonline.co.jp/old/0000898875","=""0000898875"""
"10","Ｊ‐ポップ","Ｎｅｗ　Ｐｏｓｉｔｉｏｎ（初回限定盤Ａ）（ＤＶＤ付）","","","=""4988064164851""","4980","https://www.bookoffonline.co.jp/old/0017212094","=""0017212094"""
"10","Ｊ‐ポップ","Ｔｅｔｓｕｙａ　Ｉｔａｍｉ","","","=""4988013593138""","1980","https://www.bookoffonline.co.jp/old/0000814627","=""0000814627"""
"10","Ｊ‐ポップ","６０’ｓシングル・コレクション（紙ジャケット仕様）","","","=""4988044014701""","4280","https://www.bookoffonline.co.jp/old/0017238570","=""0017238570"""
"10","Ｊ‐ポップ","洋燈（ランプ）とガラス玉","","","=""4988009264127""","2380","https://www.bookoffonline.co.jp/old/0000887812","=""0000887812"""
"10","Ｊ‐ポップ","ＢＰＭ１５Ｑ　ａｌｌ　ｓｏｎｇｓ","","","=""4948722524885""","8980","https://www.bookoffonline.co.jp/old/0018768153","=""0018768153"""
"10","Ｊ‐ポップ","君の空になりたかった","","","=""4988001474586""","500","https://www.bookoffonline.co.jp/old/0001052270","=""0001052270"""
"10","Ｊ‐ポップ","Ｔｈｅ　Ｍｉｄｄｌｅ　Ｅａｓｔ　Ｃｏｍｂａｔ　Ａｒｅａ","","","=""4524505289242""","500","https://www.bookoffonline.co.jp/old/0016164778","=""0016164778"""
"10","Ｊ‐ポップ","原始人の歌（ＤＶＤ付）","","","=""4948722488200""","300","https://www.bookoffonline.co.jp/old/0017001439","=""0017001439"""
"10","Ｊ‐ポップ","Ｉｍｐｅｒｉａｌ　Ｃｏｎｃｅｒｔｏ","","","=""4948722214212""","3480","https://www.bookoffonline.co.jp/old/0015170255","=""0015170255"""
"10","Ｊ‐ポップ","ハート　ミュージアム","","","=""4988007212946""","1780","https://www.bookoffonline.co.jp/old/0011099517","=""0011099517"""
"10","Ｊ‐ポップ","黒い鷲","","","=""4988006102453""","1380","https://www.bookoffonline.co.jp/old/0000858476","=""0000858476"""
"10","Ｊ‐ポップ","ＨＩＤＥＫＩ　Ｂ－Ｓｉｄｅ　ＳＴＯＲＹ","","","=""4988017092682""","2380","https://www.bookoffonline.co.jp/old/0001131412","=""0001131412"""
"10","Ｊ‐ポップ","極楽大将生活讃歌","","","=""4988010341817""","1980","https://www.bookoffonline.co.jp/old/0015460057","=""0015460057"""
"10","Ｊ‐ポップ","君たちのくれた夏","","","=""4988001391777""","980","https://www.bookoffonline.co.jp/old/0000858343","=""0000858343"""
"10","Ｊ‐ポップ","Ｔｉｎｋｅｒ　Ｂｅｌｌ（完全限定生産盤）（ＳＡＣＤハイブリッド）","<SACD>","","=""4571177050267""","2580","https://www.bookoffonline.co.jp/old/0019194785","=""0019194785"""
"10","Ｊ‐ポップ","黄昏めもりい（紙ジャケット仕様）","","","=""4988003419189""","1980","https://www.bookoffonline.co.jp/old/0016771167","=""0016771167"""
"9","Ｊ‐ポップ","Ｔｈｅ　Ｋｉｎｇ　Ｏｆ　Ｒｏｃｋ’ｎ’　Ｒｏｌｌ～日本武道館　Ｌｉｖｅ","","","","2981","https://www.bookoffonline.co.jp/old/0000848008","=""0000848008"""
"9","Ｊ‐ポップ","はじめて女になったとき","","","=""4988013730236""","980","https://www.bookoffonline.co.jp/old/0000857334","=""0000857334"""
"9","Ｊ‐ポップ","夏一番","","","","2981","https://www.bookoffonline.co.jp/old/0000858779","=""0000858779"""
"9","Ｊ‐ポップ","ＥＶＥ　Ｏｎｌｙ","","","","2981","https://www.bookoffonline.co.jp/old/0000858772","=""0000858772"""
"9","Ｊ‐ポップ","ＩＮＯＲＧＡＮＩＣ．２","","","","1780","https://www.bookoffonline.co.jp/old/0001486439","=""0001486439"""
"9","Ｊ‐ポップ","恋人と呼べないＤｉｓｔａｎｃｅ","","","=""4988070101710""","2981","https://www.bookoffonline.co.jp/old/0001096007","=""0001096007"""
"9","Ｊ‐ポップ","【８ｃｍ】少女Ａ","","","=""4988014013147""","1580","https://www.bookoffonline.co.jp/old/0015466839","=""0015466839"""
"9","Ｊ‐ポップ","Ｒｏｐｐｏｎｇｉグラフィティ","","","=""4988002295807""","2380","https://www.bookoffonline.co.jp/old/0000836198","=""0000836198"""
"9","Ｊ‐ポップ","エソデリック・マニア","","","","1580","https://www.bookoffonline.co.jp/old/0000834842","=""0000834842"""
"9","Ｊ‐ポップ","なみだ","","","=""4562112940194""","2380","https://www.bookoffonline.co.jp/old/0010001045","=""0010001045"""
"9","Ｊ‐ポップ","ＳＵＰＥＲＭＡＮ","","","=""4582147572276""","6980","https://www.bookoffonline.co.jp/old/0015595407","=""0015595407"""
"9","Ｊ‐ポップ","ＢＩＲＴＨＤＡＹ　ＥＶＥ","","","=""4582144341271""","1380","https://www.bookoffonline.co.jp/old/0016168583","=""0016168583"""
"9","Ｊ‐ポップ","オーパーツ","","","=""4988044800014""","1980","https://www.bookoffonline.co.jp/old/0000846885","=""0000846885"""
"9","Ｊ‐ポップ","Ｓｃｕｂａ","","","","4580","https://www.bookoffonline.co.jp/old/0000877119","=""0000877119"""
"9","Ｊ‐ポップ","ＲＥＡＬ　ＢＡＮＤ－１ｓｔ　ＯＰＴＩＯＮ　３０ｔｈ　Ａｎｎｉｖｅｒｓａｒｙ　Ｅｄｉｔｉｏｎ－（３Ｂｌｕ－ｓｐｅｃ　ＣＤ２）","","","=""4582290405858""","5980","https://www.bookoffonline.co.jp/old/0017260427","=""0017260427"""
"9","Ｊ‐ポップ","ＮＩＰＰＯＮＮＯ　ＯＮＮＡＷＯ　ＵＴＡＵ　ｖｏｌ．３","","","=""4522197120072""","2380","https://www.bookoffonline.co.jp/old/0017304763","=""0017304763"""
"9","Ｊ‐ポップ","ＣｏＣｏ☆うたの大百科その２（ＤＶＤ付）","","","=""4988013604544""","5980","https://www.bookoffonline.co.jp/old/0015922439","=""0015922439"""
"9","Ｊ‐ポップ","１３月","","","=""4518575734863""","1180","https://www.bookoffonline.co.jp/old/0017031321","=""0017031321"""
"9","Ｊ‐ポップ","ミスティ・モーニング・フライト","","","=""4988006102446""","2380","https://www.bookoffonline.co.jp/old/0000857967","=""0000857967"""
"9","Ｊ‐ポップ","ディア・マイ・フレンド","","","=""4571106704148""","3480","https://www.bookoffonline.co.jp/old/0011123412","=""0011123412"""
"9","Ｊ‐ポップ","ＰＲＩＶＡＴＥ　ＬＩＦＥ　－Ｌｉｇｈｔ＆Ｓｈａｄｏｗ－","","","=""4988014702300""","4980","https://www.bookoffonline.co.jp/old/0000848047","=""0000848047"""
"9","Ｊ‐ポップ","メモリアル［２ＣＤ］","","","=""4988007078504""","4280","https://www.bookoffonline.co.jp/old/0000859367","=""0000859367"""
"9","Ｊ‐ポップ","ＲＯＡＤ　ＴＯ　ＢＥＴＨＥＬ","","","=""4988044560109""","1580","https://www.bookoffonline.co.jp/old/0016167063","=""0016167063"""
"9","Ｊ‐ポップ","Ｃａｎｄｙ（完全限定生産盤）（ＳＡＣＤハイブリッド）","<SACD>","","=""4571177050205""","2981","https://www.bookoffonline.co.jp/old/0019194316","=""0019194316"""
"9","Ｊ‐ポップ","ｓｔａｒｔ　ｏｖｅｒ（初回限定盤Ａ）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ付）","","","=""4988007284769""","13500","https://www.bookoffonline.co.jp/old/0019075669","=""0019075669"""
"9","Ｊ‐ポップ","Ｒｏｙｚ　ＴＨＥ　ＢＥＳＴ　２００９－２０１９（初回限定盤：Ａ）（ＤＶＤ付）","","","=""4582281543668""","3280","https://www.bookoffonline.co.jp/old/0019188900","=""0019188900"""
"9","Ｊ‐ポップ","ＮＯＢＯＤＹ　１９８２～１９９４　ＧＩＦＴ","","","=""4943674822324""","3480","https://www.bookoffonline.co.jp/old/0000871517","=""0000871517"""
"9","Ｊ‐ポップ","１９５９～Ｍａｇｉｃａｌ　Ｒｏｃｋａｂｉｌｌｙ　Ｎｉｇｈｔ～","","","=""4988031189016""","1580","https://www.bookoffonline.co.jp/old/0018734149","=""0018734149"""
"9","Ｊ‐ポップ","ＮＯＢＯＤＹ（１ｓｔ　ＡＬＢＵＭ）","","","=""4988025001850""","2380","https://www.bookoffonline.co.jp/old/0000871520","=""0000871520"""
"9","Ｊ‐ポップ","Ｃｏｌｏｒ　Ｍｙ　Ｈｏｌｉｄａｙ","","","=""4582154680803""","2380","https://www.bookoffonline.co.jp/old/0016000347","=""0016000347"""
"9","Ｊ‐ポップ","素敵なラヴレター","","","","500","https://www.bookoffonline.co.jp/old/0000825809","=""0000825809"""
"9","Ｊ‐ポップ","コレサワ","","","=""4544291000456""","1380","https://www.bookoffonline.co.jp/old/0016885699","=""0016885699"""
"9","Ｊ‐ポップ","ジャスト・トゥナイト（紙ジャケット仕様）","","","=""4540399043258""","1580","https://www.bookoffonline.co.jp/old/0015624785","=""0015624785"""
"9","Ｊ‐ポップ","いつもミュージック（ＨＱＣＤ）","","","=""4988013740242""","980","https://www.bookoffonline.co.jp/old/0016092996","=""0016092996"""
"9","Ｊ‐ポップ","ＴＨＥ　ＢＥＳＴ　ＨＩＴ　＆　ＨＥＡＬ　＋　ＣＬＩＰＳ～ＨＯＳＯＫＡＷＡ　ＦＵＭＩＥ　ＢＥＳＴ　ＣＯＬＬＥＣＴＩＯＮ～（ＤＶＤ付）","","","=""4988023046501""","3980","https://www.bookoffonline.co.jp/old/0016369111","=""0016369111"""
"9","Ｊ‐ポップ","Ｐａｇｅａｎｔ","","","=""4528088000386""","650","https://www.bookoffonline.co.jp/old/0016864526","=""0016864526"""
"9","Ｊ‐ポップ","３３才","","","=""4988017009499""","3280","https://www.bookoffonline.co.jp/old/0000838505","=""0000838505"""
"9","Ｊ‐ポップ","Ｈｉｇｈｔｌａｎｄｅｒ","","","=""4580189021028""","2380","https://www.bookoffonline.co.jp/old/0015110236","=""0015110236"""
"9","Ｊ‐ポップ","ＭＡＤ　ＤＯＧ","","","=""4988017026793""","3280","https://www.bookoffonline.co.jp/old/0000838612","=""0000838612"""
"9","Ｊ‐ポップ","瞳でウィスパリング","","","=""4988002000265""","3480","https://www.bookoffonline.co.jp/old/0000895381","=""0000895381"""
"9","Ｊ‐ポップ","小川範子アルバムベスト☆　－セルフ　セレクション－　魔法のレシピ（ＤＶＤ付）","","","=""4988005493378""","3980","https://www.bookoffonline.co.jp/old/0015634513","=""0015634513"""
"9","Ｊ‐ポップ","抱きしめて！！","","","=""4988002201402""","1180","https://www.bookoffonline.co.jp/old/0000879609","=""0000879609"""
"9","Ｊ‐ポップ","あこがれ　メイドバケイション","","","=""4524505283714""","980","https://www.bookoffonline.co.jp/old/0015998670","=""0015998670"""
"9","Ｊ‐ポップ","カランバ！","","","=""4948722358695""","2380","https://www.bookoffonline.co.jp/old/0015945107","=""0015945107"""
"9","Ｊ‐ポップ","ブラック～ブラックにグッド・ラック［２ＣＤ］","","","=""4988006081185""","5980","https://www.bookoffonline.co.jp/old/0000809808","=""0000809808"""
"9","Ｊ‐ポップ","【８ｃｍ】ウンジャラゲ","","","=""4988013041035""","2380","https://www.bookoffonline.co.jp/old/0015457864","=""0015457864"""
"9","Ｊ‐ポップ","７コースのプロローグ","","","=""4988001101734""","1180","https://www.bookoffonline.co.jp/old/0015454409","=""0015454409"""
"9","Ｊ‐ポップ","ＬＹＥＮＡ","","","=""4988001423270""","980","https://www.bookoffonline.co.jp/old/0000857956","=""0000857956"""
